shuffle_id,val_mse,test_mse
181,0.35150848867530704,0.3838101833712766
182,0.35156579583925435,0.38388028542965474
183,0.35183909164615323,0.38442565502938264
184,0.3514525577189932,0.38383969850961386
185,0.35138696499372635,0.3835905153281175
186,0.35146720850036733,0.3837040340857926
187,0.3514293022072302,0.3836548727869941
188,0.35155260893753826,0.3839314953805852
189,0.35183686850688534,0.38435861923180065
190,0.35196133636482024,0.38452978040392466
191,0.3514931317701157,0.383614184715193
192,0.3517528681831405,0.38423217252277936
193,0.35153353320000486,0.3837200098229625
194,0.35165613956711045,0.38403934491491226
195,0.35174489540762843,0.38418440670403364
196,0.3515220276441476,0.3838986198213785
197,0.35190542373386924,0.3844199858099963
198,0.3517070614276143,0.38432055294632167
199,0.351445725656818,0.38357131305926634
200,0.3516791442496665,0.38401468897720187
201,0.35154558866684343,0.3838755862520662
202,0.35187213379177773,0.38457568071429765
203,0.3515468877733978,0.38398996088255644
204,0.3516110037511125,0.3839093694327565
205,0.35149177129457254,0.3837418367966964
206,0.3518238826818366,0.38424536287630745
207,0.3515457313166561,0.38385106654956574
208,0.35181700507583447,0.3843493992085939
209,0.35153918473822127,0.38376383004637993
210,0.35126848532206006,0.3833584972934753
211,0.3515332229546001,0.3837164987132094
212,0.35190439499147386,0.38447504099762686
213,0.3518578278047612,0.3845702591599674
214,0.35141063592269384,0.3839166700503627
215,0.35157015178761586,0.3837473385024863
216,0.3516934936858324,0.38407100150639856
217,0.35199810846244145,0.38453746688312457
218,0.3519479963567409,0.38453090686897673
219,0.35191773492419776,0.3844404793601722
220,0.35165550234482784,0.38416630503175164
221,0.3519119039098113,0.3846680802775438
222,0.35163663841840487,0.38402974899054204
223,0.35189020829617024,0.38451582725211425
224,0.35189293828417706,0.38450954515646457
225,0.3515824412614913,0.38395779706925
226,0.35158163573065526,0.3839474787473253
227,0.3515896993386359,0.38401684206753706
228,0.35167170042464874,0.3840168633202866
229,0.35174256002666837,0.38425926307005315
230,0.3516287435950901,0.3839584195081493
231,0.3515796532197832,0.3839339037095448
232,0.3515930130791917,0.38407282973793583
233,0.35159071635661543,0.3838129578099892
234,0.35178894196676924,0.3842780731456953
235,0.351586232932538,0.38391694350948286
236,0.3515896942810929,0.3840185277479572
237,0.3518110520168194,0.3844546961486624
238,0.3516966228996542,0.3841341228290587
239,0.3518083877832578,0.38443164293992726
240,0.3518844456130863,0.38423510248764997
241,0.35198337533363466,0.38466263267733297
242,0.3514812953452671,0.383656237408777
243,0.3520765509584162,0.3847005135511884
244,0.3518113648694976,0.3843809767542971
245,0.35159989837841277,0.3838581774048775
246,0.3514493646884647,0.3838072370838913
247,0.3519204458812382,0.3844491219505641
248,0.3516695491191353,0.3842915414282814
249,0.35150628078637963,0.38379464580275663
250,0.3514476609584306,0.3837638733097993
251,0.35206344925434035,0.38483465851762777
252,0.35159218756579996,0.38404528560491424
253,0.35173014083874043,0.384130381115609
254,0.3518708939045997,0.38443361550625443
255,0.35163131181932794,0.3840298261477964
