group,rank,target,target_name,abs_delta_sum,mass_share,active_source_count,top_source,top_source_mass
fold4_inactive,43,476,476,21.826011776924133,0.0006417376785193919,1,87,21.826011776924133
fold4_inactive,44,579,579,21.139093935489655,0.0006215406280732917,2,269,18.117795646190643
fold4_inactive,45,567,567,20.694827258586884,0.0006084781103401831,2,232,16.93780827522278
fold4_inactive,46,270,270,18.61079490184784,0.0005472025048726282,1,680,18.61079490184784
fold4_inactive,47,597,597,18.360952377319336,0.0005398565287352992,1,606,18.360952377319336
fold4_inactive,48,171,171,18.115573346614838,0.0005326417901412272,2,640,9.676110446453094
fold4_inactive,49,835,835,17.683470368385315,0.0005199369146484216,2,232,13.815970122814178
fold4_inactive,50,554,554,17.49119919538498,0.0005142836758676248,1,649,17.49119919538498
fold4_inactive,51,544,544,17.470764219760895,0.0005136828380255292,1,161,17.470764219760895
fold4_inactive,52,598,598,17.337910294532776,0.0005097766104274931,1,439,17.337910294532776
fold4_inactive,53,198,198,16.74565488100052,0.0004923628649363186,1,713,16.74565488100052
fold4_inactive,54,245,245,16.159687936306,0.00047513401567972054,1,61,16.159687936306
fold4_inactive,55,56,56,14.526394665241241,0.00042711123245999324,1,68,14.526394665241241
fold4_inactive,56,642,642,14.127417802810669,0.000415380345108881,1,516,14.127417802810669
fold4_inactive,57,520,520,12.968679070472717,0.0003813106162137812,3,777,11.652427554130554
fold4_inactive,58,27,27,12.867852449417114,0.00037834606903079166,1,383,12.867852449417114
fold4_inactive,59,743,743,12.499877572059631,0.00036752671522660675,1,524,12.499877572059631
fold4_inactive,60,702,702,12.409830570220947,0.0003648791149912452,1,566,12.409830570220947
fold4_inactive,61,376,376,12.280063927173615,0.00036106366097657746,1,327,12.280063927173615
fold4_inactive,62,671,671,12.27895337343216,0.0003610310080032722,1,208,12.27895337343216
fold4_inactive,63,683,683,11.75592190027237,0.0003456526142404222,1,53,11.75592190027237
fold4_inactive,64,206,206,11.291671574115753,0.00033200252875505626,2,472,10.607799470424652
fold4_inactive,65,69,69,9.879085004329681,0.00029046905780913634,1,839,9.879085004329681
fold4_inactive,66,136,136,9.204198479652405,0.0002706257572539558,2,172,8.548565030097961
fold4_inactive,67,295,295,9.169958233833313,0.00026961901098769065,3,492,6.460940182209015
fold4_inactive,68,352,352,8.944843888282776,0.00026300010328290555,1,713,8.944843888282776
fold4_inactive,69,696,696,7.444223403930664,0.00021887822174956374,1,357,7.444223403930664
fold4_inactive,70,855,855,5.270000219345093,0.00015495078721321088,1,835,5.270000219345093
fold4_inactive,71,817,817,4.75673896074295,0.00013985966145300578,1,351,4.75673896074295
fold4_inactive,72,824,824,3.734221398830414,0.00010979516533096004,1,649,3.734221398830414
fold4_inactive,73,359,359,3.5945510268211365,0.00010568851766636298,1,162,3.5945510268211365
fold4_inactive,74,377,377,3.14414244890213,9.244541314808539e-05,1,360,3.14414244890213
fold4_inactive,75,215,215,2.579236090183258,7.583579619514426e-05,1,733,2.579236090183258
fold4_inactive,76,324,324,2.556788921356201,7.517579499292561e-05,1,330,2.556788921356201
fold4_inactive,77,258,258,1.876126229763031,5.51626611221017e-05,1,295,1.876126229763031
fold4_inactive,78,545,545,0.7064087390899658,2.0770130106348346e-05,1,273,0.7064087390899658
fold4_inactive,79,788,788,0.6501712799072266,1.9116612419717364e-05,1,747,0.6501712799072266
fold4_inactive,80,745,745,0.6258376836776733,1.8401145676915926e-05,1,743,0.6258376836776733
fold4_inactive,81,746,746,0.6236147880554199,1.8335787154672115e-05,1,743,0.6236147880554199
fold4_inactive,82,298,298,0.6114514470100403,1.7978155429495727e-05,1,224,0.6114514470100403
fold4_inactive,83,0,0,0.0,0.0,0,0,0.0
fold4_inactive,84,1,1,0.0,0.0,0,0,0.0
fold4_inactive,85,2,2,0.0,0.0,0,0,0.0
fold4_inactive,86,3,3,0.0,0.0,0,0,0.0
fold4_inactive,87,4,4,0.0,0.0,0,0,0.0
fold4_inactive,88,5,5,0.0,0.0,0,0,0.0
fold4_inactive,89,6,6,0.0,0.0,0,0,0.0
fold4_inactive,90,7,7,0.0,0.0,0,0,0.0
fold4_inactive,91,8,8,0.0,0.0,0,0,0.0
fold4_inactive,92,9,9,0.0,0.0,0,0,0.0
fold4_inactive,93,10,10,0.0,0.0,0,0,0.0
fold4_inactive,94,11,11,0.0,0.0,0,0,0.0
fold4_inactive,95,12,12,0.0,0.0,0,0,0.0
fold4_inactive,96,13,13,0.0,0.0,0,0,0.0
fold4_inactive,97,30,30,0.0,0.0,0,0,0.0
fold4_inactive,98,31,31,0.0,0.0,0,0,0.0
fold4_inactive,99,757,757,0.0,0.0,0,0,0.0
fold4_inactive,100,758,758,0.0,0.0,0,0,0.0
