rank_type,split,sample_id,fold,gamma,gamma_rank_pct,lambda_value,lambda_rank_pct,gamma_ordinal_rank_pct,anchor_mse,stage3_mse,mse_gain,mse_gain_pct,sse_gain,err_dot_dyn,dyn_sq
highest_gamma,test,1125,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9950190448285965,0.3740651197612237,0.37765138293706396,-0.003586263175840265,-0.9587269666119841,-296.7704503271343,40.88768152831158,21290.518744360965
highest_gamma,test,1131,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9967770290067389,0.3811780265063608,0.3849583041398422,-0.0037802776334814325,-0.9917354544618144,-312.8255347258528,-60.62244059074858,20713.6197709082
highest_gamma,test,1134,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9976560210958101,0.3795210517033839,0.3833316482646473,-0.0038105965612633685,-1.0040540687164712,-315.3344866376683,-43.429726017744734,21174.397760212116
highest_gamma,test,1133,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9973630237327864,0.3790180464851342,0.3828597560536475,-0.0038417095685133185,-1.013595422207422,-317.90915021361434,-84.6307261507112,20666.51051940265
highest_gamma,test,1129,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9961910342806914,0.38392045449835666,0.3877632533998841,-0.0038427989015274444,-1.0009362242885897,-317.99929469920244,-69.63688190346959,20922.667946816946
highest_gamma,test,1123,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9944330501025491,0.3558055083934172,0.3596533901439769,-0.003847881750559723,-1.0814564867008993,-318.4199106223168,141.2457444276617,24466.587682791087
highest_gamma,test,1118,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9929680632874304,0.36345058893198817,0.3677027873767166,-0.004252198444728406,-1.1699522780314193,-351.87792569816884,-64.77697125421707,23356.348975706613
highest_gamma,test,1135,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9979490184588339,0.3775340070813053,0.381989548746003,-0.004455541664697693,-1.180169622107222,-368.7049838370622,-229.53218079271153,21778.974537066897
highest_gamma,test,1137,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9985350131848814,0.3801253756752526,0.38470898867588066,-0.0045836130006280396,-1.2058161054062058,-379.3031430279734,-362.3165647159638,20301.884778274747
highest_gamma,test,1130,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9964840316437152,0.38065653238066716,0.3852796379679954,-0.004623105587328258,-1.2145084069396774,-382.57123356259035,-323.07515776676905,21182.85891497384
highest_gamma,test,1127,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.995605039554644,0.38171282144917545,0.3863653537678434,-0.004652532318667968,-1.2188567051545702,-385.00635443441206,-246.55667030194914,22627.272591370653
highest_gamma,test,1136,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9982420158218576,0.37876987522602745,0.3835921436114763,-0.004822268385448858,-1.2731393653128338,-399.05235343266395,-435.27478804508075,20457.387273549823
highest_gamma,test,1139,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9991210079109288,0.406403796156163,0.4112766251427101,-0.004872828986547062,-1.1990116806572961,-403.23634429473896,-267.34766313398427,23546.727475407242
highest_gamma,test,1142,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,1.0,0.40847400028936,0.4134123944719081,-0.0049383941825481,-1.2089861726939237,-408.66199539422087,-204.69406959172613,24967.73528936045
highest_gamma,test,1120,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9935540580134778,0.3702331445797567,0.3754034362743561,-0.0051702916945993715,-1.396496172828625,-427.8519783114898,-434.7029487696954,22466.89171873592
highest_gamma,test,1117,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9926750659244067,0.3449731817049299,0.35020514832145716,-0.0052319666165272505,-1.5166299567606307,-432.95570145086094,-485.4708564742206,21975.18514712753
highest_gamma,test,1119,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9932610606504542,0.36033285786296904,0.3658141032202894,-0.0054812453573203634,-1.521161680849218,-453.5840158089741,-510.80753745284534,22985.42886417454
highest_gamma,test,1121,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9938470553765016,0.3704182485606904,0.3759086593997312,-0.005490410839040838,-1.482219318398746,-454.3424777523069,-331.87548240403544,26020.300627253993
highest_gamma,test,1095,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9862291239378845,0.3156256489801445,0.32133427029632267,-0.005708621316178164,-1.808668381237066,-472.3998311563737,-349.6986299253243,26977.230955994277
highest_gamma,test,1122,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9941400527395253,0.3618698712699029,0.36767289706592904,-0.005803025796026151,-1.6036222567139138,-480.21199067275666,-323.7483020631185,27952.247437589842
highest_gamma,test,1141,2,0.06000000238418579,0.9931145619689423,1.0,0.9931145619689423,0.9997070026369763,0.4254563174597004,0.43178801014356566,-0.006331692683865242,-1.4882121675076514,-523.9602329752161,-448.201333727054,28916.102466283628
highest_gamma,test,1094,2,0.059096939861774445,0.9859361265748608,0.9981938600540161,0.9859361265748608,0.9859361265748608,0.31904850423250714,0.3245045576779598,-0.005456053445452691,-1.7101015591900668,-451.4993347181007,-327.77755584439274,26773.2476229572
